Virgin Islands (U.S.),32000,41300,54600,76000,96000,97000,108000,104500,105711,107317,108535,108208,107700,106267,104170,103574
West Bank and Gaza,..,..,..,..,..,..,..,..,2163591,2366298,2776568,3075373,3406334,3811102,4294682,4422143
"Yemen, Rep.",5172135,5543339,5971407,6407295,7034868,8120497,9472170,11051504,13325583,14692686,16896210,18919179,21160534,23606779,26246327,26916207
Zambia,3044846,3452942,3912085,4469895,5139030,5889230,6738765,7600072,8452275,8896109,9950224,11120409,12383446,13850033,15620974,16100587
Zimbabwe,3747369,4269863,4851431,5535874,6308300,7164172,8342195,9604302,10682868,11116948,11893272,12500525,13124267,14086317,15411675,15777451
Arab World,92490932,103239902,115680165,129269375,145332378,165689490,187610756,210844771,235037179,247435930,272235146,296026575,323773264,356508908,390043028,398304960
Caribbean small states,4198307,4513246,4779624,5021359,5260062,5497756,5766957,5943661,6124265,6238576,6438587,6623792,6806838,6984096,7162679,7204948
Central Europe and the Baltics,91401583,94722599,97882394,100363597,103770134,106564905,108853181,110688533,110005636,110019570,109207205,107097577,105901322,104543801,103496179,103257751
Early-demographic dividend,979226919,1076932498,1187026097,1309604349,1444169309,1591990202,1761090462,1939445455,2119850957,2207779855,2385398260,2560644471,2733734510,2908808244,3083836360,3127290269
East Asia & Pacific,1042016962,1109997197,1223381452,1354002849,1465814651,1557506468,1656292670,1764605492,1869217918,1915670711,2005143552,2080534724,2145245494,2205614879,2265898057,2281203360
East Asia & Pacific (excluding high income),896028698,952270698,1056451631,1175063145,1276113367,1358820476,1449129592,1550788717,1649254066,1692831189,1776225147,1846954095,1908392032,1964691596,2022021082,2036552598
East Asia & Pacific (IDA & IBRD countries),884594151,939976174,1042826969,1159838734,1259540585,1341328073,1430515138,1531050837,1628282963,1671218210,1753650434,1823578257,1884292297,1940064830,1996870376,2011274432
Euro area,265396502,275382197,283966953,291040689,297573002,302363486,305432240,308725859,314162055,316366781,319433986,324125338,330922786,336151479,338429646,339519210
Europe & Central Asia,667246384,698905664,726161895,749815857,772838318,793937090,813281381,833315236,849656744,854723057,860236344,865196877,875343230,889016221,903094668,907424836
Europe & Central Asia (excluding high income),279087938,296463073,311636189,325762116,340024688,354494056,369141750,384146656,393481005,395568548,396999014,396574307,398011334,403470694,412510951,414975737
Europe & Central Asia (IDA & IBRD countries),308725388,327602523,343930844,358817766,374380988,390068206,406045884,421971143,431844672,434111200,435662495,434804671,436152601,441513488,450522686,452962149
European Union,409498463,424075858,436916059,447253578,457001001,464392913,469501597,474792549,480438473,483262847,486565874,490390251,497973707,504421131,508157247,509703315
Fragile and conflict affected situations,121765037,133661787,147967143,164297540,183363175,205569660,226660414,248333373,277863547,294177517,325374011,359110192,397732436,438737943,482474449,493919601
Heavily indebted poor countries (HIPC),162495580,178820615,197836081,219724282,244394102,271603169,301260428,335847788,377879250,401488248,449393754,502710676,563415107,630127436,704745420,724482652
High income,754609427,795665202,829645659,864539350,897372543,927553164,955531829,982292069,1011955640,1027255148,1057108848,1084822379,1115520890,1149511694,1175966521,1182929820
IBRD only,1919407887,2063746670,2260184564,2478408044,2690222169,2893772908,3114789711,3351016862,3578122909,3683170309,3886504193,4073362380,4251352513,4427798045,4607807731,4652578287
IDA & IBRD total,2301897627,2485749333,2728489377,2997073809,3264663646,3533831065,3829034886,4148376854,4466925145,4620029667,4922022165,5213009069,5503417422,5801348625,6112778045,6191917218
IDA blend,123195063,135810058,150482659,167198554,186993690,211007189,237935069,267549711,298118128,313402026,344939833,377544104,412705870,452947421,497751634,509396383
IDA only,259294677,286192605,317822154,351467211,387447787,429050968,476310106,529810281,590684108,623457332,690578139,762102585,839359039,920603159,1007218680,1029942548
IDA total,382489740,422002663,468304813,518665765,574441477,640058157,714245175,797359992,888802236,936859358,1035517972,1139646689,1252064909,1373550580,1504970314,1539338931
Late-demographic dividend,1099314242,1166686603,1278226894,1401045511,1507058741,1596260695,1690957098,1796575744,1892154493,1933029510,2011383694,2073373008,2127904635,2181250143,2235382535,2248927194
Latin America & Caribbean,220434162,246016868,273207936,301984111,332247634,363540795,396066751,428704815,461466818,477832466,509664955,539373531,567825874,596477846,624331830,631058524
Latin America & Caribbean (excluding high income),206288466,230726737,256861866,284605846,313835275,344140576,375614401,407145597,438771695,454561464,485282781,514126613,541798268,569737872,597035363,603644865
Latin America & the Caribbean (IDA & IBRD countries),210357620,235048548,261454660,289406786,318876360,349689363,381844359,413957171,446211495,462368285,493785288,523270767,551595525,580246796,608136047,614891969
Least developed countries: UN classification,240742196,264721836,293292818,323506502,355653610,393279303,435737690,484033065,539720450,570101958,632146821,699560739,772488966,848791962,934192321,956631108
Low & middle income,2279583870,2462536274,2705175456,2974385601,3241778539,3510137270,3804450531,4123409918,4444185609,4597585266,4900128612,5192002039,5482900367,5781145005,6093019655,6172290592
Low income,154670163,168931464,186231925,206053605,227669815,250969220,276057603,305666480,341387303,361356181,402805256,449310184,502059411,560007444,624759914,641858608
Lower middle income,955530364,1046222931,1147654767,1259606757,1383765405,1522455237,1676491166,1840232174,2008612913,2091318647,2255687535,2420369986,2587214235,2756602745,2927194316,2970020158
Middle East & North Africa,105488678,117671617,131566224,146887303,164407528,185843847,212102793,240367135,267020622,279279333,305001541,329289435,356287693,388376106,421022841,428961724
Middle East & North Africa (excluding high income),97837766,108774858,121276296,134719523,149628962,167755859,189974163,214140741,239062651,249660649,270672291,291051001,312079307,335581557,361077997,367449306
Middle East & North Africa (IDA & IBRD countries),97837766,108774858,121276296,134719523,149628962,167755859,189974163,214140741,236899060,247294351,267895723,287975628,308672973,331770455,356783315,363027163
Middle income,2124913707,2293604810,2518943531,2768331996,3014108724,3259168050,3528392928,3817743438,4102798306,4236229085,4497323356,4742691855,4980840956,5221137561,5468259741,5530431984
North America,198624409,211262900,221503000,231943831,241606200,251872670,261583423,271452347,285092192,292297226,306162843,319050105,331014940,343418591,354173159,356810463
Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,788709114,833781082,872731745,913621315,952681739,987928331,1020245362,1051552697,1088596983,1106885537,1140597139,1173046153,1206821076,1242391523,1273109967,1281401703
Other small states,9196324,9898587,10676961,11575349,12553340,13628831,15008538,16657359,18188830,18826109,20172617,21724724,23687194,26269542,28759578,29374084
Pacific island small states,865809,985873,1099420,1203419,1306937,1420671,1555767,1650642,1750900,1812883,1918749,2006441,2098522,2214096,2329458,2358955
Post-demographic dividend,754705296,793405703,824881275,857032016,885529196,910110515,931567479,952508537,977731113,989994339,1010698898,1030742327,1052236679,1075140985,1092601669,1097570905
Pre-demographic dividend,188636191,207073952,228868113,253914730,283715621,319174900,354794146,394465713,442573477,469790790,524647448,586553190,658586521,739082260,830442736,854646007
Small states,14260440,15397706,16556005,17800127,19120339,20547258,22331262,24251662,26063995,26877568,28529953,30354957,32592554,35467734,38251715,38937987
South Asia,571857185,622875636,681109271,745871099,818264619,899787611,988820543,1083674191,1183034707,1233869424,1335633730,1437450586,1536799012,1630729920,1721840539,1744190704
South Asia (IDA & IBRD),571857185,622875636,681109271,745871099,818264619,899787611,988820543,1083674191,1183034707,1233869424,1335633730,1437450586,1536799012,1630729920,1721840539,1744190704
Sub-Saharan Africa,228525517,251471594,277891337,308419901,343972132,385201953,431834799,483582771,540652248,571168197,635394495,705929159.9,785905014.5,877023136.4,978625081.7,1005570801
Sub-Saharan Africa (excluding high income),228483817,251425272,277840203,308363872,343911628,385138692,431770082,483514016,540581485,571093992,635315649,705845436.9,785820414.5,876933366.4,978533722.7,1005477382
Sub-Saharan Africa (IDA & IBRD countries),228525517,251471594,277891337,308419901,343972132,385201953,431834799,483582771,540652248,571168197,635394495,705929159.9,785905014.5,877023136.4,978625081.7,1005570801
Upper middle income,1169383343,1247381879,1371288764,1508725239,1630343319,1736712813,1851901762,1977511264,2094185393,2144910438,2241635821,2322321869,2393626721,2464534816,2541065425,2560411826
World,3034193297,3258201476,3534821115,3838924951,4139151082,4437690434,4759982360,5105701987,5456141249,5624840414,5957237460,6276824418,6598421257,6930656699,7268986176,7355220412
